Code,Name,AddressLineOne,InvoiceDate,SerialNo,Total,Age,Balance
CD0396_NSF,Hansi Pharmacy,"No. 440, Negombo Road, Kapuwatta, Ja-Ela.",10/8/2023 0:00,DSR30DSI007392,48422.47,30,48422.47
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",10/8/2023 0:00,DSR30DSI007393,6748.68,30,6748.68
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",10/8/2023 0:00,DSR30DSI007394,23758.82,30,23758.82
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",10/8/2023 0:00,7135DSI007396,82751.81,30,82751.81
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",10/8/2023 0:00,DSR30DSI007397,32892.36,30,32892.36
CD0446_NSF,The Pharmacy APY (Pvt) Ltd,"No.107A,St. Marys Rd,Silva Place,Ja-Ela.",10/8/2023 0:00,7135DSI007399,13146.8,30,10087.08
CD0088_NSF,Mahajana Osu Sala,Negombo,10/8/2023 0:00,DSR30DSI007401,56276.21,30,56276.21
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",10/8/2023 0:00,DSR30DSI007402,10501.79,30,6161.79
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",10/8/2023 0:00,7135DSI007403,199041.96,30,199041.96
COLD15196_NSF,Nirodya Pharmacy & Grocery,"NO.182/B MAHABAGE ROAD,RAGAMA.",10/8/2023 0:00,7135DSI007404,28251.25,30,28251.25
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",10/8/2023 0:00,DSR30DSI007407,32540.9,30,32540.9
CD0080_NSF,Lanka Pharmacy,Negombo,10/8/2023 0:00,7135DSI007409,12081.96,30,12081.96
CD0080_NSF,Lanka Pharmacy,Negombo,10/8/2023 0:00,7135DSI007410,238920.6,30,238920.6
CD0149_NSF,Roswila Pharmacy,Wattala,10/8/2023 0:00,DSR30DSI007414,6108.28,30,6108.28
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",10/8/2023 0:00,7135DSI007415,41371.44,30,41371.44
CD0023_NSF,City Medical,"299 Main treet, , Negombo",10/8/2023 0:00,7135DSI007416,27272.03,30,27272.03
CD0087_NSF,M.P.C.S. (Osu Sala),"358 Main Street,, Negombo",10/8/2023 0:00,7135DSI007417,14458.67,30,14458.67
CD0099_NSF,Milan Pharmacy,Wattala,10/8/2023 0:00,DSR30DSI007418,40105.43,30,40105.43
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",10/8/2023 0:00,7135DSI007419,4260.6,30,4260.6
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",10/8/2023 0:00,7135DSI007420,69231,30,69231
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",10/8/2023 0:00,7135DSI007422,23289.85,30,23289.85
CD0111_NSF,New Pharmacy,Wattala,10/8/2023 0:00,DSR30DSI007425,99964.83,30,99964.83
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",10/8/2023 0:00,DSR30DSI007428,478.26,30,478.26
CD0167_NSF,Silveray Pharmacy,Negombo,10/8/2023 0:00,7135DSI007429,3734.78,30,3734.78
CD0057_NSF,Hendala Pharmacy,Wattala,10/8/2023 0:00,DSR30DSI007433,5421.12,30,5421.12
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",11/8/2023 0:00,7135DSI007434,21300.65,29,21300.65
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",11/8/2023 0:00,7135DSI007436,19951.76,29,19951.76
CD0231_NSF,Mendis N. S. M. Dr.,"NO.209,KOPIWATTA,RAGAMA.",11/8/2023 0:00,7135DSI007438,38992.2,29,38992.2
CD0250_NSF,New Pharmacy,"No.20, Adnivas Road, Periyamulla, Negombo.",11/8/2023 0:00,7135DSI007440,7441.52,29,7441.52
CD0080_NSF,Lanka Pharmacy,Negombo,11/8/2023 0:00,DSR30DSI007441,31304.52,29,31304.52
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",11/8/2023 0:00,DSR30DSI007442,46680.5,29,46680.5
CD0107_NSF,New Central Pharmacy,Negombo,11/8/2023 0:00,7135DSI007443,45697.16,29,45697.16
CD0346_NSF,Laksi Pharmacy,"No. 27, Negombo Road, Peliyagoda.",11/8/2023 0:00,DSR30DSI007444,5510.59,29,4464.43
COLD60259_NSF,Himaya Pharmacy,"NO.244,DIVULAPITIYA ROAD,DEMANHANDIYA.",11/8/2023 0:00,7135DSI007447,3939.1,29,3939.1
COLD61055_NSF,Sampath Heenatimulla Dr.,"NO.124,KERAWALAPITIYA ROAD,WATTALA.",11/8/2023 0:00,7135DSI007448,3939.1,29,3939.1
CD0182_NSF,Supreem Pharmacy,Negombo,11/8/2023 0:00,DSR30DSI007455,45974.09,29,31493.75
CD0182_NSF,Supreem Pharmacy,Negombo,11/8/2023 0:00,7135DSI007456,58385.3,29,58385.3
CD0080_NSF,Lanka Pharmacy,Negombo,11/8/2023 0:00,DSR30DSI007460,24369.18,29,13641
COLD60259_NSF,Himaya Pharmacy,"NO.244,DIVULAPITIYA ROAD,DEMANHANDIYA.",11/8/2023 0:00,7135DSI007465,10062.28,29,10062.28
COLD60347_NSF,Sanaska Pharmacy & Grocery,"NO.194/C/24,KATANA WATTA,KATANA.",11/8/2023 0:00,7135DSI007467,26836.8,29,26836.8
CD0068_NSF,Jayanthi Pharmacy,Katunayake,11/8/2023 0:00,DSR30DSI007469,18680.02,29,18680.02
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",11/8/2023 0:00,7135DSI007475,264785,29,264785
COLD61101_NSF,Thivanka De Silva N.Dr.,"NO.445F,UDAMMITA ROAD,JA-ELA.",11/8/2023 0:00,DSR30DSI007478,20794.78,29,0.03
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,11/8/2023 0:00,7135DSI007481,11271.48,29,11271.48
COLD15262_NSF,The Medic Pharmacy,"NO.452/B/1,NEGOMBO ROAD,KIMBULAPITIYA.",12/8/2023 0:00,7135DSI007486,43794.48,28,43794.48
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",12/8/2023 0:00,DSR30DSI007488,18630.9,28,18630.9
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",12/8/2023 0:00,7135DSI007489,34530.52,28,27466.41
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",12/8/2023 0:00,DSR30DSI007490,42519.95,28,35379.78
CD0132_NSF,Peoples Pharmacy,Raddolugama,12/8/2023 0:00,7135DSI007493,14343.6,28,14343.6
CD0132_NSF,Peoples Pharmacy,Raddolugama,12/8/2023 0:00,7135DSI007494,1807.68,28,1807.68
COLD14710_NSF,S. S. Pharmacy - Katunayake,"NO.478,COLOMBO ROAD,KATUNAYAKE.",12/8/2023 0:00,7135DSI007497,24081.62,28,24081.62
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",14/08/2023 00:00,7135DSI007501,23634.6,26,23634.6
CD0105_NSF,Negombo Food  Drugs,"49 Mirigama Road, , Negombo",14/08/2023 00:00,7135DSI007502,39391,26,39391
CD0460_NSF,Darshana Pharmacy,"No. 03, Goods Shed Road, Ja-ela.",14/08/2023 00:00,DSR30DSI007511,127008.71,26,125321.53
CD0335_NSF,Calvary Medicals,"25A, St. Marys Road, Ja-Ela.",14/08/2023 00:00,DSR30DSI007512,3464.35,26,3464.35
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",14/08/2023 00:00,DSR30DSI007514,23886.33,26,23886.33
COLD60776_NSF,C & S Pharmacy,"NO.516/A/S/,1,DANDUGAMA,DANDUGAMA,JA-ELA.",14/08/2023 00:00,7135DSI007518,23419.62,26,23419.62
CD0160_NSF,Seeduwa Medicals,Seeduwa,14/08/2023 00:00,7135DSI007519,1497.39,26,1497.39
COLD15262_NSF,The Medic Pharmacy,"NO.452/B/1,NEGOMBO ROAD,KIMBULAPITIYA.",14/08/2023 00:00,DSR30DSI007522,28729.5,26,28729.5
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",14/08/2023 00:00,7135DSI007523,4791.4,26,4791.4
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",14/08/2023 00:00,DSR30DSI007527,1463.24,26,1463.24
COLD14611_NSF,Sasithma Pharmacy & Grocery,"NO.197B1,WELIGAMPITIYA ROAD,ENDIMINNA,JA-ELA.",14/08/2023 00:00,DSR30DSI007529,23211.1,26,23211.1
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",14/08/2023 00:00,7135DSI007532,40674.74,26,40674.74
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,14/08/2023 00:00,7135DSI007537,23634.6,26,23634.6
COLD15196_NSF,Nirodya Pharmacy & Grocery,"NO.182/B MAHABAGE ROAD,RAGAMA.",14/08/2023 00:00,DSR30DSI007541,13345.25,26,13345.25
CD0474_NSF,Pradipa Osusala  Grocery,"No. 31G, Katana Road, Thibirigaskatuwa, Negombo.",14/08/2023 00:00,DSR30DSI007542,25406.49,26,25406.49
CD0105_NSF,Negombo Food  Drugs,"49 Mirigama Road, , Negombo",14/08/2023 00:00,DSR30DSI007544,11561,26,11561
CD0468_NSF,Kandawala Pharmacy,"No. 3983, Mirigama Road, Kandawala, Katana.",14/08/2023 00:00,DSR30DSI007545,8720.51,26,6330
CD0396_NSF,Hansi Pharmacy,"No. 440, Negombo Road, Kapuwatta, Ja-Ela.",14/08/2023 00:00,7135DSI007547,8038.71,26,8038.71
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",14/08/2023 00:00,7135DSI007548,123402.78,26,123402.78
CD0539_NSF,Thenuka Pharmacy,"No. 306, Kimbulapitiya Road, Akkarapanaha, Negombo.",14/08/2023 00:00,DSR30DSI007551,46770.96,26,46770.96
CD0227_NSF,Malithi Pharmacy,"No.186,Rukaththana Handiya,",14/08/2023 00:00,DSR30DSI007552,5705.14,26,5705.14
CD0257_NSF,Nirodha Pharmacy,"No.223,Hospital Junc,Akkaragama",14/08/2023 00:00,DSR30DSI007554,2194.86,26,2194.86
COLD15133_NSF,Well Care Pharmacy,"NO.3/1,B,DISAGEWATTA,KATANA.",15/08/2023 00:00,7135DSI007558,10415.06,25,10415.06
CD0151_NSF,S  G Medicals,Negombo,15/08/2023 00:00,DSR30DSI007560,1886.1,25,1886.1
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",15/08/2023 00:00,DSR30DSI007563,9739.2,25,9739.2
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",15/08/2023 00:00,DSR30DSI007568,21874.23,25,21874.23
CD0293_NSF,St. Joshep Pharmacy,Bopitiya.,15/08/2023 00:00,7135DSI007570,32679.4,25,32679.4
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",15/08/2023 00:00,7135DSI007572,59170.61,25,59170.61
CD0035_NSF,Ekala Pharmacy,Ja-Ela,15/08/2023 00:00,7135DSI007573,6085.9,25,6085.9
CD0035_NSF,Ekala Pharmacy,Ja-Ela,15/08/2023 00:00,7135DSI007574,25779.11,25,25779.11
CD0035_NSF,Ekala Pharmacy,Ja-Ela,15/08/2023 00:00,DSR30DSI007575,27368.27,25,27368.27
CD0496_NSF,Alliance Pharmacy,"No. 199, Pulinathalarama Road, Magammana, Ragama.",15/08/2023 00:00,DSR30DSI007577,14259.03,25,14259.03
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",15/08/2023 00:00,DSR30DSI007579,10977.31,25,10977.31
CD0149_NSF,Roswila Pharmacy,Wattala,15/08/2023 00:00,7135DSI007586,10005.71,25,10005.71
CD0189_NSF,Thalahena Pharmacy,"177 Pitipana Road,, Negombo",15/08/2023 00:00,DSR30DSI007587,26212.04,25,26212.04
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",15/08/2023 00:00,DSR30DSI007591,18341.54,25,18341.54
CD0145_NSF,Reliable Pharmacy,"505 Negombo Road,, Ragama",15/08/2023 00:00,DSR30DSI007592,23704.6,25,23704.6
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",15/08/2023 00:00,DSR30DSI007593,5478.2,25,5478.2
CD0227_NSF,Malithi Pharmacy,"No.186,Rukaththana Handiya,",15/08/2023 00:00,7135DSI007594,19695.5,25,19695.5
CD0163_NSF,Sethma Pharmacy,Kandana,15/08/2023 00:00,7135DSI007595,7087,25,7087
CD0104_NSF,Nawa Osusala,Ja-Ela,15/08/2023 00:00,DSR30DSI007596,9860.76,25,9860.76
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",15/08/2023 00:00,DSR30DSI007597,26295.36,25,26295.36
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",15/08/2023 00:00,DSR30DSI007600,83306.48,25,79610.76
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",15/08/2023 00:00,7135DSI007610,76949.71,25,76949.71
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",15/08/2023 00:00,7135DSI007611,50850.08,25,39578.6
CD0023_NSF,City Medical,"299 Main treet, , Negombo",15/08/2023 00:00,DSR30DSI007612,8217.3,25,8217.3
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",15/08/2023 00:00,DSR30DSI007613,254984.28,25,254984.28
CD0055_NSF,Healthline Pharmacy,Kandana,15/08/2023 00:00,DSR30DSI007616,20006.84,25,16947.12
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,15/08/2023 00:00,7135DSI007617,11271.48,25,11271.48
COLD60746_NSF,Kahawevitharana P.M.Dr.,"NO.42,DR.JAYALATH JAYAWARDHANA MW,WELIGAMPITIYA,JA-ELA.",15/08/2023 00:00,7135DSI007618,14713,25,14713
CD0250_NSF,New Pharmacy,"No.20, Adnivas Road, Periyamulla, Negombo.",16/08/2023 00:00,DSR30DSI007619,13497.36,24,13497.36
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",16/08/2023 00:00,DSR30DSI007620,74534.19,24,74534.19
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",16/08/2023 00:00,DSR30DSI007621,52080,24,52080
COLD14166_NSF,Thudella Pharmacy,"NO.65,NEGAMBO ROAD,THUDELLA,JA-ELA.",16/08/2023 00:00,7135DSI007622,39961.83,24,39961.83
CD0149_NSF,Roswila Pharmacy,Wattala,16/08/2023 00:00,7135DSI007624,1564.08,24,1564.08
CD0496_NSF,Alliance Pharmacy,"No. 199, Pulinathalarama Road, Magammana, Ragama.",16/08/2023 00:00,7135DSI007626,11938.33,24,11938.33
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",16/08/2023 00:00,7135DSI007629,5961.6,24,5961.6
CD0362_NSF,Mahendra David Dr.,"Madampelle, Katana.",16/08/2023 00:00,DSR30DSI007630,57304,24,57304
CD0561_NSF,Union Pharmacy,"No.158, Main Street, Negombo.",16/08/2023 00:00,DSR30DSI007631,2739.1,24,2739.1
COLD15205_NSF,JAYAMAHA SUPER,"NO.215,YAKAKANDA,HENDALA ROAD,HENDALA.",16/08/2023 00:00,7135DSI007632,21212.08,24,21212.08
CD0057_NSF,Hendala Pharmacy,Wattala,16/08/2023 00:00,7135DSI007633,14121.32,24,14121.32
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",16/08/2023 00:00,7135DSI007635,48598.8,24,48598.8
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",16/08/2023 00:00,7135DSI007636,146680.64,24,146680.64
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",16/08/2023 00:00,DSR30DSI007637,8217.3,24,8217.3
CD0163_NSF,Sethma Pharmacy,Kandana,16/08/2023 00:00,7135DSI007639,102245.98,24,102245.98
CD0163_NSF,Sethma Pharmacy,Kandana,16/08/2023 00:00,DSR30DSI007640,51412.78,24,51412.78
CD0182_NSF,Supreem Pharmacy,Negombo,16/08/2023 00:00,DSR30DSI007641,62511.64,24,62511.64
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",16/08/2023 00:00,DSR30DSI007642,7316.2,24,7316.2
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",16/08/2023 00:00,DSR30DSI007643,16633.32,24,5544.44
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",16/08/2023 00:00,7135DSI007647,25167.01,24,25167.01
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",16/08/2023 00:00,DSR30DSI007648,42190.66,24,34301.62
CD0259_NSF,Crystal Pharmacy,"No.118,Colombo Rd,Negombo",16/08/2023 00:00,7135DSI007653,21350.85,24,21350.85
HO0268_NSF,New SriLak Pharmacy,"No.42/A,Hekiththa,Wattala.",16/08/2023 00:00,7135DSI007657,51210.78,24,51210.78
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",16/08/2023 00:00,DSR30DSI007660,1876.92,24,1876.92
CD0510_NSF,Sri Lak Pharmacy,"Kotugoda Road, Mukalangamuwa, Seeduwa.",16/08/2023 00:00,DSR30DSI007661,2739.1,24,2739.1
CD0087_NSF,M.P.C.S. (Osu Sala),"358 Main Street,, Negombo",16/08/2023 00:00,DSR30DSI007664,10799.6,24,10799.6
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",16/08/2023 00:00,DSR30DSI007665,15367.4,24,15367.4
CD0220_NSF,The Pharmacy,"No.136,Colombo Rd,",16/08/2023 00:00,DSR30DSI007668,17932.49,24,17088.9
CD0181_NSF,Super Medical,Negombo,16/08/2023 00:00,DSR30DSI007671,1643.46,24,1643.46
CD0159_NSF,Sea Street Osusala,"145 Sea Street,, Negombo",16/08/2023 00:00,DSR30DSI007672,821.73,24,821.73
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",16/08/2023 00:00,DSR30DSI007673,52032.01,24,47107.23
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",16/08/2023 00:00,7135DSI007674,125336.83,24,120747.81
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",16/08/2023 00:00,7135DSI007677,20828,24,20828
CD0528_NSF,Orient Pharmacy,"No. 410, Chilaw Road, Negombo.",17/08/2023 00:00,7135DSI007679,23634.6,23,23634.6
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",17/08/2023 00:00,7135DSI007682,130247.61,23,130247.61
CD0160_NSF,Seeduwa Medicals,Seeduwa,17/08/2023 00:00,7135DSI007683,95005.57,23,95005.57
CD0167_NSF,Silveray Pharmacy,Negombo,17/08/2023 00:00,DSR30DSI007686,11979.11,23,8466.06
CD0016_NSF,Ave Maria Pharmacy,Negombo,17/08/2023 00:00,7135DSI007688,10427.2,23,10427.2
COLD60452_NSF,Fernando R.H.S.Dr.,"MEDIXCO FMC,THIBIRIGASKATUWA,KATANA.",17/08/2023 00:00,DSR30DSI007689,32137.51,23,32137.51
CD0145_NSF,Reliable Pharmacy,"505 Negombo Road,, Ragama",17/08/2023 00:00,7135DSI007690,29013.27,23,29013.27
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,17/08/2023 00:00,7135DSI007691,9061.47,23,9061.47
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",17/08/2023 00:00,7135DSI007692,15412.18,23,15412.18
CD0408_NSF,International Institute of Health of Science,"No.704,Negombo Road,Walisara.",17/08/2023 00:00,DSR30DSI007693,59378.71,23,38884.67
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",17/08/2023 00:00,DSR30DSI007694,77142.76,23,77142.76
CD0476_NSF,Dagonna Pharmacy  Mini Mart,"11421, Nalaka Watta, Walpola Road, Kimbulapitiya, Negombo.",17/08/2023 00:00,DSR30DSI007697,38065.58,23,21433.08
CD0476_NSF,Dagonna Pharmacy  Mini Mart,"11421, Nalaka Watta, Walpola Road, Kimbulapitiya, Negombo.",17/08/2023 00:00,7135DSI007698,119418.49,23,119418.49
CD0476_NSF,Dagonna Pharmacy  Mini Mart,"11421, Nalaka Watta, Walpola Road, Kimbulapitiya, Negombo.",17/08/2023 00:00,7135DSI007699,158011.82,23,158011.82
COLD14348_NSF,Ashoka Pharmacy,"NO.246/B,CHILAW ROAD,KATTUWA,NEGOMBO.",17/08/2023 00:00,7135DSI007700,88098.66,23,88098.66
CD0080_NSF,Lanka Pharmacy,Negombo,17/08/2023 00:00,DSR30DSI007701,92609,23,92609
COLD15205_NSF,JAYAMAHA SUPER,"NO.215,YAKAKANDA,HENDALA ROAD,HENDALA.",17/08/2023 00:00,DSR30DSI007704,44755.69,23,44755.69
CD0242_NSF,K. S. A. Medical,"Sirakandaura Road, Negombo",17/08/2023 00:00,7135DSI007705,40050.7,23,39054.18
CD0078_NSF,Krishmo Pharmacy,"294 Hendala Road,, Wattala",17/08/2023 00:00,DSR30DSI007706,24686.89,23,24686.89
COLD13809_NSF,Lakshi Pharmacy,"NO.199A,PRISON CAMP ROAD,KATTUWA,NEGOMBO.",17/08/2023 00:00,7135DSI007707,28227.74,23,28227.74
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",17/08/2023 00:00,DSR30DSI007709,36507.05,23,36507.05
CD0151_NSF,S  G Medicals,Negombo,17/08/2023 00:00,7135DSI007710,12124.03,23,8665.55
CD0104_NSF,Nawa Osusala,Ja-Ela,17/08/2023 00:00,DSR30DSI007711,32294.74,23,32294.74
CD0220_NSF,The Pharmacy,"No.136,Colombo Rd,",17/08/2023 00:00,7135DSI007713,4398.07,23,4398.07
CD0525_NSF,Health  Glow Pharmacy - 2,"No. 272B, Dippitigoda Road, Hunupitiya, Wattala.",17/08/2023 00:00,DSR30DSI007715,38530.83,23,18212.76
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",17/08/2023 00:00,DSR30DSI007716,26528.9,23,26528.9
COLD15234_NSF,One Pharmacy,"NO.93C,COLOMBO ROAD,NEGOMBO.",17/08/2023 00:00,7135DSI007718,9272.54,23,9272.54
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",17/08/2023 00:00,7135DSI007720,40595.16,23,39123.86
CD0128_NSF,Osu Sala Wattala,Wattala,17/08/2023 00:00,DSR30DSI007722,23480.07,23,18649.3
CD0481_NSF,Reliance Pharmacy,"No. 213, Colombo Road, Negombo.",17/08/2023 00:00,7135DSI007723,30026.36,23,30026.36
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",17/08/2023 00:00,7135DSI007724,69958.96,23,69958.96
CD0216_NSF,C  D Pharmacy,"1753, Suraweera Mawatha,Walpola,",17/08/2023 00:00,DSR30DSI007727,17405.36,23,17405.36
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",17/08/2023 00:00,DSR30DSI007729,57473.3,23,19289.11
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",17/08/2023 00:00,7135DSI007731,28434.51,23,28434.51
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",17/08/2023 00:00,DSR30DSI007732,103180.29,23,103180.29
CD0024_NSF,City Pharmacy,"62 St. Merish Road, , Ja-Ela",17/08/2023 00:00,7135DSI007733,18218.66,23,18218.66
CD0090_NSF,Maithree Perera Dr.,Wattala,17/08/2023 00:00,7135DSI007734,70970.6,23,59699.12
COLD15205_NSF,JAYAMAHA SUPER,"NO.215,YAKAKANDA,HENDALA ROAD,HENDALA.",18/08/2023 00:00,7135DSI007735,2989.56,22,2989.56
COLD56534_NSF,Clement Perera Dr.,"NO.171,NEGOMBO ROAD, RILAULLA,KANDANA.",18/08/2023 00:00,7135DSI007736,82189.3,22,82189.3
CD0426_NSF,Jayasri Pharmacy,"No. 138 A, Peralanda, Ragama.",18/08/2023 00:00,7135DSI007737,1770.43,22,200.43
CD0408_NSF,International Institute of Health of Science,"No.704,Negombo Road,Walisara.",18/08/2023 00:00,7135DSI007739,90638.15,22,79366.67
CD0455_NSF,Suwasala Pharmacy,"No. 1892, Galagoda Watta, Aluthwatta, Kimbulapitiya Road, Negombo.",18/08/2023 00:00,DSR30DSI007740,5112.19,22,5112.19
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,18/08/2023 00:00,7135DSI007741,18560.1,22,18560.1
CD0088_NSF,Mahajana Osu Sala,Negombo,18/08/2023 00:00,DSR30DSI007742,126384.69,22,126384.69
CD0088_NSF,Mahajana Osu Sala,Negombo,18/08/2023 00:00,DSR30DSI007743,2739.1,22,2739.1
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",18/08/2023 00:00,DSR30DSI007744,452479,22,452479
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",18/08/2023 00:00,DSR30DSI007745,234688.68,22,234688.68
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",18/08/2023 00:00,7135DSI007746,28748.4,22,28748.4
COLD60347_NSF,Sanaska Pharmacy & Grocery,"NO.194/C/24,KATANA WATTA,KATANA.",18/08/2023 00:00,DSR30DSI007748,10266.01,22,10266.01
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",18/08/2023 00:00,DSR30DSI007749,46748.4,22,46748.4
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",18/08/2023 00:00,7135DSI007750,118173,22,118173
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",18/08/2023 00:00,7135DSI007751,22945.1,22,22945.1
CD0147_NSF,Robert Medical,Negombo,18/08/2023 00:00,7135DSI007754,23634.6,22,23634.6
CD0147_NSF,Robert Medical,Negombo,18/08/2023 00:00,DSR30DSI007755,23318.78,22,21857.9
CD0160_NSF,Seeduwa Medicals,Seeduwa,18/08/2023 00:00,DSR30DSI007760,35846.82,22,35846.82
CD0547_NSF,New St. Joseph Pharmacy,"No. 951, Amandoluwa, Seeduwa.",18/08/2023 00:00,DSR30DSI007762,116643.9,22,116643.9
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",18/08/2023 00:00,7135DSI007764,38426.4,22,38426.4
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",18/08/2023 00:00,DSR30DSI007767,7791.4,22,7791.4
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",18/08/2023 00:00,DSR30DSI007769,283444.56,22,283444.56
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",18/08/2023 00:00,7135DSI007771,7878.2,22,7878.2
COLD57830_NSF,Medi Maxx Pharmacy & Grocery,"KOCHCHIKADE ROAD,ANDIMULLA,HALPE,KATANA.",18/08/2023 00:00,7135DSI007772,23634.6,22,23634.6
CD0132_NSF,Peoples Pharmacy,Raddolugama,18/08/2023 00:00,DSR30DSI007774,10137.46,22,10137.46
